GameNum,WhitePlayer,BlackPlayer,Game,White,Black,Date,Event,Link,
148,Public Match,Tones,"1.{20:05}(0T1)d4c5 / {20:05}(0T1)Wd6c5 
2.{19:23}(0T2)b4c5 / {19:59}(0T2)Nb7c5 
3.{18:55}(0T3)g4h5 / {19:45}(0T3)Ng7h5 
4.{17:56}(0T4)e4f5 / {19:35}(0T4)Wg6f5 
5.{16:30}(0T5)Wd3d4 / {18:52}(0T5)e5d4 
6.{15:48}(0T6)Wc3d4 / {18:14}(0T6)Nh5g3 
7.{15:34}(0T7)Bf2g3 / {18:13}(0T7)Nc5>>(0T6)c3 
8.{15:10}(0T8)Cd2>(-1T7)c3 / {18:11}(-1T7)Nh5g3 
9.{15:03}(-1T8)Bf2g3 / {17:50}(-1T8)Nc5>>(-1T7)c3 (0T8)d5c4 
10.{1:06}(-1T9)Cd2d3 (0T9)Bc2e4 / {16:44}(-1T9)We6e5 (0T9)We6e5 
11.{0:55}(0T10)Be4f5 (-1T10)f4g5 / {16:36}(-1T10)We5e4 (0T10)We5d4 
12.{0:38}(-1T11)g5f6 (0T11)Bf5g6 / {16:16}(-1T11)Qe7f6 (0T11)Wd4d3 
13.{0:33}(0T12)Bg6>(-1T12)f6 / {15:28}(-1T12)Sf8e7 (0T12)Bf7d5 ",0,1,,,,
149,Tones,Public Match,"1.{17:56}(0T1)e4f5 / {13:50}(0T1)b5c4 
2.{17:56}(0T2)Wb3c4 / {13:50}(0T2)Wg6f5 
3.{17:56}(0T3)g4f5 / {13:50}(0T3)We6f5 
4.{17:56}(0T4)We3e4 / {13:50}(0T4)Bf7e6 
5.{17:56}(0T5)d4e5 / {13:50}(0T5)Wb6b5 
6.{17:56}(0T6)e5d6 / {13:50}(0T6)Nb7d6 
7.{17:56}(0T7)Wd3d4 / {13:50}(0T7)a5b4 
8.{17:56}(0T8)We4f5 / {13:50}(0T8)Nd6f5 
9.{17:56}(0T9)Bc2f5 / {13:48}(0T9)Ng7f5 
10.{17:49}(0T10)Wg3g4 / {13:12}(0T10)Nf5g7 
11.{17:21}(0T11)Bf2e3 / {12:15}(0T11)Wa6a5 
12.{17:08}(0T12)Sc1c2 / {10:35}(0T12)Wf6f5 
13.{16:55}(0T13)Sc2f5 / {9:30}(0T13)Ng7f5 
14.{16:45}(0T14)Wg4f5 / {9:13}(0T14)Be6f5 
15.{15:17}(0T15)Sf1f2 / {8:57}(0T15)Sf8f7 
16.{15:12}(0T16)Ub1>>(0T11)g6 / {8:17}(1T11)Cd7d6 
17.{14:47}(1T12)Qe2e6 / {7:30}(1T12)Sc8e6 
18.{14:43}(1T13)Bf2e3 ",1,0,02/11/2021,,,
150,tesseract,Tones,"1.{0:41}(0T1)Ng1f3 / {2:12}(0T1)Ng8f6 
2.{0:41}(0T2)d2d4 / {2:12}(0T2)c7c5 
3.{0:41}(0T3)c2c3 / {2:12}(0T3)Qd8b6 
4.{0:41}(0T4)Nf3e5 / {2:12}(0T4)c5d4 
5.{0:41}(0T5)b2b4 / {2:12}(0T5)Nb8c6 
6.{0:41}(0T6)Ne5c6 / {2:12}(0T6)d7c6 
7.{0:41}(0T7)Qd1b3 / {2:12}(0T7)Bc8e6 
8.{0:41}(0T8)c3c4 / {2:12}(0T8)Be6h3 
9.{0:41}(0T9)Qb3>>(0T5)f7 / {2:12}(0T9)Bh3>>(0T4)c3 
10.{0:41}(-1T5)b2c3 / {2:12}(-1T5)Nf6>(1T5)f7 
11.{0:41}(1T6)Ne5f7 (-1T6)e2e4 / {2:12}(1T6)d4c3 (-1T6)Qb6f6 
12.{0:41}(-1T7)Qd1h5 (1T7)Bc1e3 / {2:12}(1T7)Qb6e3 (-1T7)Qf6f2 
13.{0:41}(-1T8)Ke1f2 (1T8)f2e3 / {2:12}(1T8)Nf6>>(1T7)f4 
14.{0:41}(-2T8)Be3f4 / {2:12}(-2T8)c3b2 (-1T8)g7g6 
15.{0:41}(-1T9)Qh5f3 (1T9)Nf7d6 (-2T9)Qd1d2 / {2:12}(-1T9)f7f6 (-2T9)b2a1 (1T9)e7d6 
16.{0:41}(-1T10)Qf3>>(-1T6)f3 / {2:12}(2T6)Qb6f6 
17.{0:41}(2T7)Qf3f6 / {2:12}(2T7)g7f6 
18.{0:41}(2T8)e2e3 / {2:12}(2T8)Bf8h6 
19.{0:41}(2T9)Qd1h5 / {2:12}(2T9)Bh6e3 
20.{0:41}(2T10)f2e3 (1T10)Qd1d5 (0T10)a2a3 (-2T10)Qd2d7 / {2:12}(0T10)Qb6>>(-2T8)b4 
21.{0:41}(0T11)Bc1>>(0T6)c6 / {2:12}(3T6)Qb6c6 
22.{0:41}(3T7)e2e3 / {2:12}(3T7)d4d3 
23.{0:41}(3T8)Qd1>>(0T5)d4 / {2:12}(4T5)Qb6d4 
24.{0:41}(4T6)Qd1d4 / {2:12}(4T6)Nb8c6 
25.{0:41}(4T7)Ne5c6 / {2:12}(4T7)b7c6 
26.{0:41}(4T8)Qd4a4 / {2:12}(3T8)Qc6c3 (4T8)Bc8a6 ",0,1,27/10/2021,,,
151,Sapphia,Tones,"1.(0T1)Ng1f3 / (0T1)Ng8f6 
2.(0T2)c2c4 / (0T2)c7c5 
3.(0T3)b2b3 / (0T3)Nb8c6 
4.(0T4)Bc1b2 / (0T4)e7e6 
5.(0T5)g2g3 / (0T5)Bf8e7 
6.(0T6)Bf1g2 / (0T6)Nf6g4 
7.(0T7)h2h3 / (0T7)Be7f6 
8.(0T8)Qd1c2 / (0T8)Bf6b2 
9.(0T9)Qc2b2 / (0T9)Qd8f6 
10.(0T10)Qb2f6 / (0T10)Ng4f6 
11.(0T11)Ke1g1 / (0T11)d7d5 
12.(0T12)Nb1a3 / (0T12)a7a6 
13.(0T13)Ra1e1 / (0T13)Nc6d4 
14.(0T14)c4d5 / (0T14)Nd4f3 
15.(0T15)Bg2f3 / (0T15)Nf6d5 
16.(0T16)Na3c4 / (0T16)Ke8g8 
17.(0T17)Nc4e5 / (0T17)Nd5f6 
18.(0T18)Re1c1 / (0T18)Rf8d8 
19.(0T19)d2d3 / (0T19)Rd8d5 
20.(0T20)Bf3g4 / (0T20)Nf6g4 
21.(0T21)Ne5g4 / (0T21)e6e5 
22.(0T22)e2e4 / (0T22)Bc8g4 
23.(0T23)h3g4 / (0T23)Rd5d3 
24.(0T24)Rc1c5 / (0T24)Ra8e8 
25.(0T25)Kg1g2 / (0T25)Re8d8 
26.(0T26)Rf1c1 / (0T26)f7f6 
27.(0T27)Rc5c8 / (0T27)h7h6 
28.(0T28)Rc8>>(0T27)c8 / (1T27)h7h6 
29.(1T28)Rc8d8 / (1T28)Rd3d8 (0T28)Rd3d2 
30.(1T29)Rc5c8 (0T29)a2a3 / (1T29)Kg8h7 (0T29)Kg8h7 
31.(0T30)Rc1c7 (1T30)a2a3 / (0T30)Rd2f2 (1T30)Rd8d2 
32.(0T31)Kg2f2 (1T31)Rc8e8 / (1T31)Rd2>(0T31)d2 
33.(0T32)Kf2g1 (1T32)Rc1c8 / (0T32)Rd2d1 (1T32)Kh7g6 
34.(0T33)Kg1g2 (1T33)Re8g8 / (0T33)Rd1>>(0T7)d1 
35.(-1T8)Ke1d1 / (-1T8)Ng4f2 
36.(-1T9)Kd1e1 / (-1T9)Nc6d4 
37.(-1T10)Bb2d4 / (-1T10)Be7f6 
38.(-1T11)Bd4f6 / (-1T11)Qd8f6 
39.(-1T12)Nb1c3 / (-1T12)Nf2>>(-1T10)g2 ",0,1,23/10/2021,,,
152,Tones,Macfor,"1.{5:03}(0T1)e2e4 / {11:40}(0T1)e7e6 
2.{5:03}(0T2)Qd1f3 / {11:40}(0T2)Qd8f6 
3.{5:03}(0T3)Qf3f6 / {11:40}(0T3)Ng8f6 
4.{5:03}(0T4)Nb1c3 / {11:40}(0T4)Nf6h5 
5.{5:03}(0T5)f2f3 / {11:40}(0T5)f7f5 
6.{5:03}(0T6)Nc3b5 / {11:40}(0T6)Nb8a6 
7.{5:03}(0T7)Bf1>>(0T1)f7 / {11:40}(1T1)Ke8f7 
8.{5:03}(1T2)Ng1h3 / {11:40}(1T2)Kf7e8 
9.{5:03}(1T3)e2e3 / {11:40}(1T3)e7e6 
10.{5:03}(1T4)Qd1h5 / {11:40}(1T4)g7g6 
11.{5:03}(1T5)Qh5f3 / {11:40}(0T7)Bf8>>(0T2)f3 
12.{5:03}(-1T3)Ng1f3 / {11:40}(-1T3)Qd8f6 
13.{5:03}(-1T4)Bf1c4 / {11:40}(-1T4)Qf6>>(-1T3)f6 
14.{5:03}(-2T4)h2h4 / {11:40}(-2T4)Nb8c6 
15.{5:03}(-1T5)Nf3e5 (-2T5)Nf3e5 / {11:40}(-2T5)Qf6>(1T5)f3 (-1T5)Bf8d6 
16.{5:03}(1T6)g2f3 (-2T6)Ne5f7 (-1T6)Ne5f7 / {11:40}(-1T6)Bd6c5 (-2T6)Qd8f6 (1T6)Qd8h4 
17.{5:03}(-1T7)Nf7d8 (-2T7)Nf7h8 (1T7)Nb1c3 / {11:40}(-2T7)Bc8>(-1T7)d8 (1T7)Nb8c6 
18.{5:03}(-2T8)Nh8>>(-2T7)f8 / {11:40}(2T7)Ke8f8 
19.{5:03}(2T8)Nf7h8 (1T8)Nc3d5 (-1T8)Rh1f1 (0T8)Ng1e2 / {11:40}(1T8)Rh8>(2T8)h8 (0T8)f5e4 (-2T8)Nc6>(-1T8)c4 
20.{5:03}(1T9)Nd5c7 (0T9)Nb5c7 (2T9)Bf1e2 (-2T9)Bf1e2 (-1T9)Nb1c3 / {11:40}(2T9)Qf6>>(-2T5)f2 ",0,1,23/10/2021,,,
153,Tones,Macfor,"1.{8:10}(0T1)Ng1f3 / {13:37}(0T1)Ng8f6 
2.{8:10}(0T2)Nb1a3 / {13:37}(0T2)d7d5 
3.{8:10}(0T3)Na3b5 / {13:37}(0T3)c7c6 
4.{8:10}(0T4)Nb5d4 / {13:37}(0T4)Qd8b6 
5.{8:10}(0T5)e2e3 / {13:37}(0T5)Bc8g4 
6.{8:10}(0T6)h2h3 / {13:37}(0T6)Bg4f3 
7.{8:10}(0T7)Qd1f3 / {13:37}(0T7)Nb8d7 
8.{8:10}(0T8)g2g4 / {13:37}(0T8)Nd7e5 
9.{8:10}(0T9)Qf3g3 / {13:37}(0T9)Qb6c7 
10.{8:10}(0T10)g4g5 / {13:37}(0T10)Nf6e4 
11.{8:10}(0T11)Qg3g2 / {13:37}(0T11)e7e6 
12.{8:10}(0T12)a2a3 / {13:37}(0T12)Qc7e7 
13.{8:10}(0T13)f2f4 / {13:37}(0T13)Ne5g6 
14.{8:10}(0T14)Qg2h2 / {13:37}(0T14)h7h6 
15.{8:10}(0T15)h3h4 / {13:37}(0T15)h6g5 
16.{8:10}(0T16)Bf1>>(0T10)f7 / {13:37}(1T10)Ke8d8 
17.{8:10}(1T11)Nd4e6 ",1,0,23/10/2021,,,
154,Macfor,Tones,"1.{2:02}(0T1)e2e3 / {0:00}(0T1)Ng8f6 
2.{2:02}(0T2)Qd1f3 / {0:00}(0T2)e7e6 
3.{2:02}(0T3)e3e4 / {0:00}(0T3)Bf8c5 
4.{2:02}(0T4)Ng1h3 / {0:00}(0T4)Nb8c6 
5.{2:02}(0T5)Bf1e2 / {0:00}(0T5)Nc6d4 
6.{2:02}(0T6)Qf3d3 / {0:00}(0T6)b7b6 
7.{2:02}(0T7)b2b4 / {0:00}(0T7)Bc8b7 
8.{2:02}(0T8)b4c5 / {0:00}(0T8)Bb7e4 
9.{2:02}(0T9)Qd3d4 / {0:00}(0T9)Be4>>(0T7)e2 
10.{2:02}(-1T8)Qd3e2 / {0:00}(-1T8)Nd4e2 
11.{2:02}(0T10)Be2>(-1T9)e2 / {0:00}(-1T9)Nf6e4 
12.{2:02}(-1T10)b4c5 / {0:00}(0T10)Nf6d5 (-1T10)Qd8f6 
13.{2:02}(0T11)Qd4>(-1T11)e4 / {0:00}(0T11)Qd8h4 (-1T11)Bc8a6 
14.{2:02}(-1T12)Qe4>>(0T11)d5 / {0:00}(1T11)Qd8f6 
15.{2:02}(0T12)Nb1c3 (1T12)Qd4f6 / {0:00}(-1T12)Qf6>>(0T11)e5 
16.{2:02}(-2T12)Ke1f1 / {0:00}(-2T12)Qe5e4 (0T12)Nd5e3 (1T12)g7f6 
17.{2:02}(0T13)d2e3 (1T13)Ke1g1 (-1T13)Nh3g5 (-2T13)Nb1c3 / {0:00}(0T13)e6e5 (1T13)e6d5 (-1T13)Ba6e2 (-2T13)Nd5e3 
18.{2:02}(1T14)Nh3>>(1T12)g3 / {0:00}(2T12)Qf6f2 
19.{2:02}(2T13)Nh3f2 ",1,0,10/10/2021,,,
155,Public Match,Tones,"1.{11:19}(0T1)Ng1f3 / {3:54}(0T1)Ng8f6 
2.{11:19}(0T2)d2d4 / {3:54}(0T2)c7c5 
3.{11:19}(0T3)c2c3 / {3:54}(0T3)Qd8b6 
4.{11:19}(0T4)d4c5 / {3:54}(0T4)Qb6c5 
5.{11:19}(0T5)Bc1e3 / {3:54}(0T5)Qc5d5 
6.{11:19}(0T6)Qd1c2 / {3:54}(0T6)Nb8c6 
7.{11:19}(0T7)Nb1a3 / {3:54}(0T7)a7a6 
8.{11:19}(0T8)Ra1d1 / {3:54}(0T8)Qd5>>(0T4)d1 
9.{11:19}(-1T5)Ke1d1 / {3:54}(-1T5)Qb6c5 
10.{11:19}(-1T6)Nf3d4 / {3:54}(-1T6)Nb8c6 
11.{11:19}(-1T7)Bc1e3 / {3:54}(-1T7)Nc6d4 
12.{11:19}(-1T8)Be3d4 / {3:54}(-1T8)Qc5f5 
13.{11:19}(-1T9)f2f3 (0T9)Na3c4 / {3:54}(-1T9)Qf5b5 (0T9)e7e6 
14.{11:19}(-1T10)b2b3 (0T10)Qc2b3 / {3:54}(-1T10)e7e5 (0T10)b7b5 
15.{11:19}(0T11)Nc4b6 (-1T11)e2e3 / {3:54}(-1T11)e5d4 (0T11)Ra8b8 
16.{11:19}(-1T12)Bf1b5 (0T12)Nb6c8 / {3:54}(0T12)Rb8c8 (-1T12)d4e3 
17.{11:19}(0T13)Nf3>(-1T13)f5 / {3:54}(0T13)Nf6>(-1T13)d6 
18.{11:19}(0T14)Qb3>(-1T14)b4 / {3:54}(-1T14)e3e2 (0T14)Bf8c5 
19.{11:19}(0T15)Be3c5 (-1T15)Kd1c1 / {3:54}(-1T15)Nd6f5 (0T15)Nc6e5 
20.{11:19}(-1T16)Bb5e2 (0T16)Bc5d6 ",1,0,03/10/2021,,,
156,Tones,Public Match,"1.(0T1)e2e4 / (0T1)Ng8f6 
2.(0T2)d2d4 / (0T2)c7c6 
3.(0T3)b2b4 / (0T3)Qd8b6 
4.(0T4)c2c3 / (0T4)e7e6 
5.(0T5)Bc1g5 / (0T5)h7h5 
6.(0T6)Bg5f6 / (0T6)g7f6 
7.(0T7)a2a3 / (0T7)a7a5 
8.(0T8)Qd1f3 / (0T8)Rh8h6 
9.(0T9)h2h3 / (0T9)a5b4 
10.(0T10)g2g4 / (0T10)b4c3 
11.(0T11)Bf1d3 / (0T11)Qb6b2 
12.(0T12)Ng1e2 / (0T12)Ra8a3 
13.(0T13)Ra1a3 / (0T13)Bf8a3 
14.(0T14)Ke1g1 / (0T14)Qb2>>(0T12)d2 
15.(-1T13)Nb1d2 / (-1T13)Qb2d2 
16.(0T15)Nb1>>(0T13)b2 / (1T13)c3b2 
17.(1T14)Ne2>(-1T14)d2 / (1T14)b2a1 (-1T14)c3d2 
18.(1T15)Ke1g1 (-1T15)Ke1d2 ",0,1,25/9/2021,,,
157,Public Match,Tones,"1.{15:29}(0T1)Ng1f3 / {16:17}(0T1)Ng8f6 
2.{15:29}(0T2)Nb1a3 / {16:17}(0T2)c7c6 
3.{15:29}(0T3)Na3c4 / {16:17}(0T3)d7d5 
4.{15:29}(0T4)Nc4e5 / {16:17}(0T4)Bc8f5 
5.{15:29}(0T5)Ne5f7 / {16:17}(0T5)Qd8c7 
6.{15:29}(0T6)Nf7h8 / {16:17}(0T6)Nb8d7 
7.{15:29}(0T7)e2e3 / {16:17}(0T7)Ke8c8 
8.{15:29}(0T8)Nh8f7 / {16:17}(0T8)Rd8e8 
9.{15:29}(0T9)Bf1d3 / {16:17}(0T9)Bf5e6 
10.{15:29}(0T10)Nf7g5 / {16:17}(0T10)Be6g4 
11.{15:29}(0T11)Qd1e2 / {16:17}(0T11)e7e5 
12.{15:29}(0T12)h2h3 / {16:17}(0T12)Bg4f3 
13.{15:29}(0T13)g2f3 / {16:17}(0T13)h7h6 
14.{15:29}(0T14)Ng5h7 / {16:17}(0T14)Bf8c5 
15.{15:29}(0T15)Rh1g1 / {16:17}(0T15)g7g5 
16.{15:29}(0T16)Bd3g6 / {16:17}(0T16)Re8e7 
17.{15:29}(0T17)Nh7f6 / {16:17}(0T17)Nd7f6 
18.{15:29}(0T18)f3f4 / {16:17}(0T18)e5f4 
19.{15:29}(0T19)Qe2g4 / {16:17}(0T19)Nf6g4 
20.{15:29}(0T20)Bg6f5 / {16:17}(0T20)Kc8d8 
21.{15:29}(0T21)h3g4 / {16:17}(0T21)Re7f7 
22.{15:29}(0T22)Bf5e6 / {16:17}(0T22)Qc7e7 
23.{15:29}(0T23)Be6f5 / {16:17}(0T23)Rf7f5 
24.{15:29}(0T24)g4f5 / {16:17}(0T24)Qe7e5 
25.{15:29}(0T25)Ra1b1 / {16:17}(0T25)f4e3 
26.{15:29}(0T26)d2e3 / {16:17}(0T26)Qe5f5 
27.{15:29}(0T27)Rg1f1 / {16:17}(0T27)g5g4 
28.{15:29}(0T28)Rf1>>(0T14)f1 / {16:17}(1T14)h6g5 
29.{15:29}(1T15)Bd3g6 / {16:17}(1T15)Re8d8 
30.{15:29}(1T16)b2b3 / {16:17}(1T16)Bf8d6 
31.{15:29}(1T17)Bc1b2 / {16:17}(1T17)a7a6 
32.{15:29}(1T18)Qe2d3 / {16:17}(1T18)e5e4 
33.{15:29}(1T19)Qd3d4 / {16:17}(1T19)Bd6e5 
34.{15:29}(1T20)Qd4a7 / {16:17}(1T20)Qc7b8 
35.{15:29}(1T21)Qa7>>(1T20)a8 / {16:17}(1T21)e4f3 
36.{15:29}(1T22)Bb2e5 / {16:17}(1T22)Qb8e5 
37.{15:29}(1T23)Ra1b1 / {16:17}(1T23)d5d4 
38.{15:29}(1T24)Ke1>>(1T23)d1 / {16:17}(1T24)d4e3 
39.{15:29}(1T25)d2e3 / {16:17}(1T25)Qe5c3 
40.{15:29}(1T26)Rf1e1 / {16:17}(1T26)Qc3d2 ",0,1,23/08/2021,,,
158,Public Match,Tones,"1.{8:17}(0T1)e2e4 / {0:50}(0T1)Ng8f6 
2.{8:17}(0T2)d2d4 / {0:50}(0T2)c7c6 
3.{8:17}(0T3)b2b4 / {0:50}(0T3)Nf6e4 
4.{8:17}(0T4)Qd1h5 / {0:50}(0T4)Ne4f6 
5.{8:17}(0T5)Ng1f3 / {0:50}(0T5)Nf6h5 
6.{8:17}(0T6)Nf3e5 / {0:50}(0T6)e7e6 
7.{8:17}(0T7)g2g3 / {0:50}(0T7)Qd8f6 
8.{8:17}(0T8)f2f4 / {0:50}(0T8)Bf8b4 
9.{8:17}(0T9)Bc1d2 / {0:50}(0T9)Nh5f4 
10.{8:17}(0T10)Bd2b4 / {0:50}(0T10)Nf4g2 
11.{8:17}(0T11)Bf1g2 / {0:50}(0T11)Qf6g5 
12.{8:17}(0T12)Bb4e7 / {0:50}(0T12)Qg5e7 
13.{8:17}(0T13)Nb1c3 / {0:50}(0T13)Qe7b4 
14.{8:17}(0T14)Ke1d2 / {0:50}(0T14)Qb4d4 
15.{8:17}(0T15)Ne5d3 / {0:50}(0T15)Qd4f6 
16.{8:17}(0T16)Nc3e4 / {0:50}(0T16)Qf6h6 
17.{8:17}(0T17)Nd3f4 / {0:50}(0T17)Ke8e7 ",1,0,13/08/2021,,,
159,Tones,A Human Bean,"1.{13:40}(0T1)e2e4 / {10:08}(0T1)Ng8f6 
2.{13:40}(0T2)d2d4 / {10:08}(0T2)c7c5 
3.{13:40}(0T3)b2b4 / {10:08}(0T3)c5b4 
4.{13:40}(0T4)Bc1g5 / {10:08}(0T4)b4b3 
5.{13:40}(0T5)a2b3 / {10:08}(0T5)Nb8c6 
6.{13:40}(0T6)Bg5f6 / {10:08}(0T6)Qd8b6 
7.{13:40}(0T7)c2c3 / {10:08}(0T7)Nc6d4 
8.{13:40}(0T8)Bf6d4 / {10:08}(0T8)Qb6g6 
9.{13:40}(0T9)Qd1f3 / {10:08}(0T9)Qg6e4 
10.{13:40}(0T10)Qf3e4 / {10:08}(0T10)Bc8>>(0T5)c3 
11.{13:40}(-1T6)Bg5d2 / {10:08}(-1T6)Nf6e4 
12.{13:40}(-1T7)Bd2c3 / {10:08}(-1T7)Ne4c3 
13.{13:40}(-1T8)Nb1c3 / {10:08}(-1T8)Qd8c7 
14.{13:40}(-1T9)Nc3d5 / {10:08}(-1T9)Qc7c3 
15.{13:40}(-1T10)Nd5c3 / {10:08}(-1T10)e7e6 
16.{13:40}(0T11)Qe4b7 (-1T11)Nc3d5 / {10:08}(-1T11)e6d5 (0T11)Ra8d8 
17.{13:40}(0T12)Qb7>(-1T12)c8 ",1,0,16/09/2021,,,
160,Tones,Andrey,"1. e4 / Nf6
2. d4 / d5
3. c3 / c6
4. e5 / Bf5
5. Bd3 / Bg6
6. Ne2 / e6
7. Bg5 / Be7
8. Bxg6 / hxg6
9. exf6 / Bxf6
10. Be3 / Nd7
11. Qb3 / b6
12. Nd2 / Bg5
13. Nf3 / Bf6
14. O-O-O / a5
15. a4 / b5
16. axb5 / a4
17. Qa3 / Be7
18. Qa2 / cxb5
19. Ne5 / Nxe5
20. dxe5 / b4
21. Nd4 / b3
22. Qb1 / a3
23. Nxe6 / fxe6
24. Qxg6",1,0,,,,
161,Andrey,Tones,"1.{6:04}(0T1)e2e3 / {9:48}(0T1)Ng8f6 
2.{6:04}(0T2)Ng1f3 / {9:48}(0T2)b7b6 
3.{6:04}(0T3)b2b3 / {9:48}(0T3)Nf6g4 
4.{6:04}(0T4)Nf3g5 / {9:48}(0T4)f7f5 
5.{6:04}(0T5)Ng5f7 / {9:48}(0T5)Ke8f7 
6.{6:04}(0T6)Bf1c4 / {9:48}(0T6)e7e6 
7.{6:04}(0T7)Qd1f3 / {9:48}(0T7)d7d5 
8.{6:04}(0T8)Qf3>>(0T6)f5 / {9:48}(1T6)Kf7g8 
9.{6:04}(1T7)Qd1g4 / {9:48}(1T7)d7d5 
10.{6:04}(1T8)Bf1d3 / {9:48}(1T8)Bc8f5 (0T8)Ng4e3 
11.{6:04}(0T9)d2e3 (1T9)Bd3f5 / {9:48}(0T9)Qd8f6 (1T9)Qd8d6 
12.{6:04}(1T10)Qg4>(0T10)h5 / {9:48}(1T10)Bf8>>(1T7)f5 
13.{6:04}(-1T8)Bf1c4 / {9:48}(-1T8)d7d5 
14.{6:04}(-1T9)Bc4d5 / {9:48}(-1T9)Qd8d5 
15.{6:04}(-1T10)Qg4g7 ",1,0,23/09/2021,,,
162,Tones,Cirtus,"1.{3:29}(0T1)e2e4 / {0:00}(0T1)Ng8f6 
2.{3:29}(0T2)d2d4 / {0:00}(0T2)c7c5 
3.{3:29}(0T3)b2b4 / {0:00}(0T3)Qd8b6 
4.{3:29}(0T4)c2c3 / {0:00}(0T4)c5b4 
5.{3:29}(0T5)Bc1g5 / {0:00}(0T5)b4c3 
6.{3:29}(0T6)Nb1c3 / {0:00}(0T6)Qb6a5 
7.{3:29}(0T7)Qd1b3 / {0:00}(0T7)d7d5 
8.{3:29}(0T8)Qb3b5 / {0:00}(0T8)Qa5b5 
9.{3:29}(0T9)Bf1b5 / {0:00}(0T9)Nb8c6 
10.{3:29}(0T10)Bg5f6 / {0:00}(0T10)g7f6 
11.{3:29}(0T11)Bb5c6 / {0:00}(0T11)b7c6 
12.{3:29}(0T12)f2f3 / {0:00}(0T12)e7e6 
13.{3:29}(0T13)Ra1c1 / {0:00}(0T13)Ra8b8 
14.{3:29}(0T14)Nc3a4 / {0:00}(0T14)Bf8h6 
15.{3:29}(0T15)Ng1e2 / {0:00}(0T15)Bh6c1 
16.{3:29}(0T16)Ne2c1 / {0:00}(0T16)Rb8b1 
17.{3:29}(0T17)Ke1g1 / {0:00}(0T17)Bc8a6 
18.{3:29}(0T18)Rf1e1 / {0:00}(0T18)Ke8g8 
19.{3:29}(0T19)Na4c5 / {0:00}(0T19)Ba6c4 
20.{3:29}(0T20)Nc5d7 / {0:00}(0T20)Bc4a2 
21.{3:29}(0T21)Nd7f6 / {0:00}(0T21)Kg8g7 
22.{3:29}(0T22)Nf6h5 / {0:00}(0T22)Kg7h8 
23.{3:29}(0T23)Nh5>>(0T21)h6 / {0:00}(0T23)Ba2>>(0T17)g2 
24.{3:29}(-1T18)Kg1g2 / {0:00}(-1T18)Bc8a6 
25.{3:29}(-1T19)Rf1e1 / {0:00}(-1T19)Rb1c1 
26.{3:29}(-1T20)Kg2f2 / {0:00}(-1T20)Rc1e1 
27.{3:29}(-1T21)Kf2e1 / {0:00}(-1T21)Ba6d3 (1T21)Kg8g7 
28.{3:29}(-1T22)Na4c3 (1T22)Nd7f6 / {0:00}(1T22)Kg7h6 (-1T22)Bd3c2 
29.{3:29}(1T23)Nc1>(-1T23)c2 ",1,0,08/10/2021,,,
163,Los Bro SPQR,Tesseract,1.(0T1)Ng1f3 / (0T1)Ng8f6 2.(0T2)c2c4 / (0T2)c7c5 3.(0T3)Nb1c3 / (0T3)Nb8c6 4.(0T4)g2g3 / (0T4)e7e6 5.(0T5)Bf1g2 / (0T5)Nc6d4 6.(0T6)Nc3d5 / (0T6)Nd4f3 7.(0T7)Bg2f3 / (0T7)e6d5 8.(0T8)c4d5 / (0T8)Qd8e7 9.(0T9)Ke1g1 / (0T9)Nf6e4 10.(0T10)d2d3 / (0T10)Ne4g5 11.(0T11)Bc1e3 / (0T11)Qe7e3 12.(0T12)f2e3 / (0T12)Ng5h3 13.(0T13)Kg1g2 / (0T13)f7f5 14.(0T14)Qd1a4 / (0T14)Nh3g5 15.(0T15)Qa4h4 / (0T15)Bf8>>(0T10)f3 16.(-1T11)e2f3 / (-1T11)Qe7e5 17.(-1T12)f3e4 / (-1T12)Qe5h5 18.(-1T13)Qd1h5 / (-1T13)g7g6 19.(-1T14)Qh5e5,1,0,10/05/2021,,,
164,Tones,Cirtus,"1.{9:31}(0T1)e2e4 / {7:54}(0T1)Ng8f6 
2.{9:31}(0T2)d2d4 / {7:54}(0T2)c7c5 
3.{9:31}(0T3)b2b4 / {7:54}(0T3)Qd8b6 
4.{9:31}(0T4)c2c3 / {7:54}(0T4)c5b4 
5.{9:31}(0T5)Bc1g5 / {7:54}(0T5)b4c3 
6.{9:31}(0T6)Bg5f6 / {7:54}(0T6)c3c2 
7.{9:31}(0T7)Nb1c3 / {7:54}(0T7)c2d1 
8.{9:31}(0T8)Ra1d1 / {7:54}(0T8)Qb6f6 
9.{9:31}(0T9)Bf1c4 / {7:54}(0T9)Nb8c6 
10.{9:31}(0T10)Nc3d5 / {7:54}(0T10)Qf6d6 
11.{9:31}(0T11)Bc4>>(0T7)c8 / {7:54}(1T7)Qb6b4 
12.{9:31}(1T8)Nb1d2 / {7:54}(1T8)Qb4>>(0T7)c3 
13.{9:31}(1T9)Nd2>>(0T7)d2 / {7:54}(2T7)c2d1 ",0,1,10/08/2021,,,
